date,hour,day_of_week,category,product,quantity,unit_price,revenue
2026-04-01,11,2,Coffee,Americano,1,2.75,2.75
2026-04-01,11,2,Coffee,Latte,1,3.75,3.75
2026-04-01,11,2,Drinks,Smoothie,1,5.0,5.0
2026-04-01,11,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,12,2,Drinks,Smoothie,1,5.0,5.0
2026-04-01,12,2,Coffee,Latte,1,3.75,3.75
2026-04-01,12,2,Food,Sandwich,1,6.5,6.5
2026-04-01,12,2,Coffee,Cappuccino,2,3.5,7.0
2026-04-01,12,2,Coffee,Americano,1,2.75,2.75
2026-04-01,12,2,Coffee,Latte,1,3.75,3.75
2026-04-01,12,2,Food,Pastry,2,3.5,7.0
2026-04-01,12,2,Drinks,Juice,1,4.5,4.5
2026-04-01,12,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,12,2,Food,Sandwich,1,6.5,6.5
2026-04-01,12,2,Food,Cake,2,4.0,8.0
2026-04-01,12,2,Food,Salad,1,7.0,7.0
2026-04-01,12,2,Food,Pastry,1,3.5,3.5
2026-04-01,12,2,Coffee,Americano,2,2.75,5.5
2026-04-01,12,2,Food,Salad,1,7.0,7.0
2026-04-01,12,2,Coffee,Latte,1,3.75,3.75
2026-04-01,12,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,12,2,Coffee,Latte,1,3.75,3.75
2026-04-01,12,2,Coffee,Cappuccino,2,3.5,7.0
2026-04-01,12,2,Coffee,Americano,1,2.75,2.75
2026-04-01,12,2,Food,Cake,2,4.0,8.0
2026-04-01,12,2,Food,Sandwich,1,6.5,6.5
2026-04-01,12,2,Food,Salad,1,7.0,7.0
2026-04-01,12,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,12,2,Food,Sandwich,1,6.5,6.5
2026-04-01,12,2,Coffee,Latte,1,3.75,3.75
2026-04-01,13,2,Food,Salad,1,7.0,7.0
2026-04-01,13,2,Drinks,Soda,1,3.0,3.0
2026-04-01,13,2,Coffee,Latte,1,3.75,3.75
2026-04-01,13,2,Drinks,Soda,1,3.0,3.0
2026-04-01,13,2,Coffee,Cappuccino,2,3.5,7.0
2026-04-01,13,2,Food,Cake,1,4.0,4.0
2026-04-01,13,2,Coffee,Americano,2,2.75,5.5
2026-04-01,13,2,Drinks,Soda,1,3.0,3.0
2026-04-01,13,2,Drinks,Soda,1,3.0,3.0
2026-04-01,13,2,Food,Sandwich,1,6.5,6.5
2026-04-01,13,2,Food,Sandwich,1,6.5,6.5
2026-04-01,13,2,Drinks,Soda,2,3.0,6.0
2026-04-01,13,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,13,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,13,2,Food,Sandwich,1,6.5,6.5
2026-04-01,13,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,13,2,Drinks,Smoothie,1,5.0,5.0
2026-04-01,13,2,Food,Salad,1,7.0,7.0
2026-04-01,13,2,Drinks,Soda,1,3.0,3.0
2026-04-01,13,2,Drinks,Soda,1,3.0,3.0
2026-04-01,13,2,Food,Cake,1,4.0,4.0
2026-04-01,13,2,Food,Cake,1,4.0,4.0
2026-04-01,13,2,Food,Cake,2,4.0,8.0
2026-04-01,13,2,Food,Cake,1,4.0,4.0
2026-04-01,13,2,Food,Sandwich,1,6.5,6.5
2026-04-01,13,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,13,2,Drinks,Juice,1,4.5,4.5
2026-04-01,13,2,Coffee,Americano,1,2.75,2.75
2026-04-01,13,2,Drinks,Soda,1,3.0,3.0
2026-04-01,13,2,Drinks,Water,2,2.0,4.0
2026-04-01,13,2,Food,Pastry,1,3.5,3.5
2026-04-01,13,2,Coffee,Americano,1,2.75,2.75
2026-04-01,13,2,Food,Cake,2,4.0,8.0
2026-04-01,14,2,Drinks,Juice,1,4.5,4.5
2026-04-01,14,2,Food,Sandwich,1,6.5,6.5
2026-04-01,14,2,Food,Pastry,1,3.5,3.5
2026-04-01,14,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,14,2,Drinks,Juice,1,4.5,4.5
2026-04-01,14,2,Food,Salad,1,7.0,7.0
2026-04-01,14,2,Drinks,Juice,1,4.5,4.5
2026-04-01,14,2,Coffee,Latte,1,3.75,3.75
2026-04-01,14,2,Drinks,Juice,1,4.5,4.5
2026-04-01,14,2,Drinks,Smoothie,1,5.0,5.0
2026-04-01,14,2,Coffee,Americano,1,2.75,2.75
2026-04-01,14,2,Food,Salad,1,7.0,7.0
2026-04-01,14,2,Coffee,Latte,1,3.75,3.75
2026-04-01,14,2,Food,Sandwich,1,6.5,6.5
2026-04-01,14,2,Food,Cake,1,4.0,4.0
2026-04-01,14,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,14,2,Food,Cake,2,4.0,8.0
2026-04-01,14,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,15,2,Drinks,Smoothie,2,5.0,10.0
2026-04-01,15,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,15,2,Drinks,Soda,1,3.0,3.0
2026-04-01,15,2,Food,Cake,1,4.0,4.0
2026-04-01,15,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,15,2,Food,Sandwich,1,6.5,6.5
2026-04-01,15,2,Coffee,Latte,1,3.75,3.75
2026-04-01,15,2,Coffee,Americano,1,2.75,2.75
2026-04-01,15,2,Coffee,Americano,1,2.75,2.75
2026-04-01,15,2,Coffee,Americano,1,2.75,2.75
2026-04-01,15,2,Coffee,Americano,1,2.75,2.75
2026-04-01,15,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,15,2,Food,Pastry,1,3.5,3.5
2026-04-01,15,2,Coffee,Americano,1,2.75,2.75
2026-04-01,15,2,Coffee,Espresso,2,2.5,5.0
2026-04-01,15,2,Drinks,Juice,1,4.5,4.5
2026-04-01,15,2,Food,Sandwich,1,6.5,6.5
2026-04-01,16,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,16,2,Drinks,Water,1,2.0,2.0
2026-04-01,16,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,16,2,Food,Sandwich,1,6.5,6.5
2026-04-01,16,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,16,2,Coffee,Americano,1,2.75,2.75
2026-04-01,16,2,Drinks,Juice,2,4.5,9.0
2026-04-01,16,2,Food,Sandwich,2,6.5,13.0
2026-04-01,16,2,Drinks,Smoothie,1,5.0,5.0
2026-04-01,16,2,Coffee,Espresso,2,2.5,5.0
2026-04-01,17,2,Food,Cake,1,4.0,4.0
2026-04-01,17,2,Coffee,Latte,1,3.75,3.75
2026-04-01,17,2,Food,Salad,1,7.0,7.0
2026-04-01,17,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,17,2,Food,Salad,1,7.0,7.0
2026-04-01,17,2,Food,Pastry,1,3.5,3.5
2026-04-01,17,2,Food,Sandwich,1,6.5,6.5
2026-04-01,17,2,Drinks,Water,1,2.0,2.0
2026-04-01,17,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,17,2,Food,Pastry,1,3.5,3.5
2026-04-01,17,2,Drinks,Soda,1,3.0,3.0
2026-04-01,17,2,Food,Pastry,1,3.5,3.5
2026-04-01,17,2,Food,Pastry,1,3.5,3.5
2026-04-01,17,2,Food,Salad,2,7.0,14.0
2026-04-01,17,2,Food,Cake,1,4.0,4.0
2026-04-01,17,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,17,2,Coffee,Latte,1,3.75,3.75
2026-04-01,17,2,Coffee,Latte,1,3.75,3.75
2026-04-01,17,2,Coffee,Latte,1,3.75,3.75
2026-04-01,17,2,Food,Cake,1,4.0,4.0
2026-04-01,17,2,Coffee,Latte,2,3.75,7.5
2026-04-01,17,2,Food,Cake,1,4.0,4.0
2026-04-01,17,2,Coffee,Latte,1,3.75,3.75
2026-04-01,17,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,17,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,17,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,17,2,Food,Sandwich,1,6.5,6.5
2026-04-01,17,2,Coffee,Latte,1,3.75,3.75
2026-04-01,17,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,18,2,Drinks,Soda,1,3.0,3.0
2026-04-01,18,2,Coffee,Latte,1,3.75,3.75
2026-04-01,18,2,Drinks,Juice,1,4.5,4.5
2026-04-01,18,2,Coffee,Americano,1,2.75,2.75
2026-04-01,18,2,Coffee,Latte,1,3.75,3.75
2026-04-01,18,2,Food,Pastry,1,3.5,3.5
2026-04-01,18,2,Food,Cake,1,4.0,4.0
2026-04-01,18,2,Coffee,Latte,1,3.75,3.75
2026-04-01,18,2,Coffee,Latte,1,3.75,3.75
2026-04-01,18,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,18,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,18,2,Drinks,Soda,1,3.0,3.0
2026-04-01,18,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,18,2,Coffee,Latte,1,3.75,3.75
2026-04-01,18,2,Food,Cake,1,4.0,4.0
2026-04-01,18,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,18,2,Drinks,Soda,1,3.0,3.0
2026-04-01,18,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,18,2,Drinks,Smoothie,1,5.0,5.0
2026-04-01,18,2,Coffee,Latte,1,3.75,3.75
2026-04-01,18,2,Drinks,Juice,1,4.5,4.5
2026-04-01,18,2,Coffee,Latte,1,3.75,3.75
2026-04-01,18,2,Coffee,Latte,1,3.75,3.75
2026-04-01,19,2,Drinks,Juice,2,4.5,9.0
2026-04-01,19,2,Food,Salad,1,7.0,7.0
2026-04-01,19,2,Drinks,Water,1,2.0,2.0
2026-04-01,19,2,Food,Sandwich,1,6.5,6.5
2026-04-01,19,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,19,2,Coffee,Americano,1,2.75,2.75
2026-04-01,19,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,19,2,Coffee,Cappuccino,1,3.5,3.5
2026-04-01,19,2,Food,Pastry,1,3.5,3.5
2026-04-01,19,2,Coffee,Americano,1,2.75,2.75
2026-04-01,19,2,Coffee,Americano,1,2.75,2.75
2026-04-01,19,2,Food,Cake,1,4.0,4.0
2026-04-01,19,2,Food,Sandwich,1,6.5,6.5
2026-04-01,19,2,Food,Salad,1,7.0,7.0
2026-04-01,19,2,Coffee,Espresso,2,2.5,5.0
2026-04-01,19,2,Food,Salad,1,7.0,7.0
2026-04-01,19,2,Food,Sandwich,1,6.5,6.5
2026-04-01,19,2,Coffee,Espresso,1,2.5,2.5
2026-04-01,20,2,Drinks,Water,1,2.0,2.0
2026-04-01,20,2,Drinks,Smoothie,2,5.0,10.0
2026-04-01,20,2,Coffee,Americano,1,2.75,2.75
2026-04-01,20,2,Food,Cake,1,4.0,4.0
2026-04-01,20,2,Coffee,Latte,1,3.75,3.75
2026-04-01,20,2,Food,Sandwich,2,6.5,13.0
2026-04-01,21,2,Drinks,Water,1,2.0,2.0
2026-04-01,21,2,Food,Cake,1,4.0,4.0
2026-04-01,21,2,Food,Cake,1,4.0,4.0
2026-04-01,21,2,Food,Sandwich,1,6.5,6.5
2026-04-02,7,3,Food,Salad,1,7.0,7.0
2026-04-02,7,3,Food,Salad,1,7.0,7.0
2026-04-02,7,3,Coffee,Americano,1,2.75,2.75
2026-04-02,8,3,Food,Sandwich,1,6.5,6.5
2026-04-02,8,3,Food,Salad,1,7.0,7.0
2026-04-02,8,3,Food,Cake,1,4.0,4.0
2026-04-02,8,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,8,3,Drinks,Soda,1,3.0,3.0
2026-04-02,8,3,Coffee,Latte,1,3.75,3.75
2026-04-02,8,3,Food,Salad,1,7.0,7.0
2026-04-02,8,3,Food,Sandwich,1,6.5,6.5
2026-04-02,8,3,Food,Pastry,2,3.5,7.0
2026-04-02,8,3,Food,Cake,1,4.0,4.0
2026-04-02,8,3,Coffee,Latte,1,3.75,3.75
2026-04-02,8,3,Food,Salad,1,7.0,7.0
2026-04-02,9,3,Drinks,Water,1,2.0,2.0
2026-04-02,9,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,9,3,Coffee,Latte,2,3.75,7.5
2026-04-02,9,3,Drinks,Water,1,2.0,2.0
2026-04-02,9,3,Food,Pastry,1,3.5,3.5
2026-04-02,9,3,Coffee,Americano,1,2.75,2.75
2026-04-02,9,3,Food,Pastry,1,3.5,3.5
2026-04-02,9,3,Food,Pastry,2,3.5,7.0
2026-04-02,9,3,Food,Pastry,1,3.5,3.5
2026-04-02,9,3,Food,Pastry,1,3.5,3.5
2026-04-02,10,3,Food,Cake,1,4.0,4.0
2026-04-02,10,3,Drinks,Smoothie,1,5.0,5.0
2026-04-02,10,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,10,3,Food,Pastry,2,3.5,7.0
2026-04-02,10,3,Food,Cake,1,4.0,4.0
2026-04-02,10,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,10,3,Coffee,Americano,1,2.75,2.75
2026-04-02,10,3,Food,Pastry,1,3.5,3.5
2026-04-02,10,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,10,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,10,3,Food,Sandwich,1,6.5,6.5
2026-04-02,10,3,Food,Salad,1,7.0,7.0
2026-04-02,10,3,Food,Salad,1,7.0,7.0
2026-04-02,10,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,10,3,Coffee,Latte,1,3.75,3.75
2026-04-02,10,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,10,3,Drinks,Water,1,2.0,2.0
2026-04-02,10,3,Food,Sandwich,1,6.5,6.5
2026-04-02,10,3,Food,Pastry,1,3.5,3.5
2026-04-02,10,3,Food,Sandwich,1,6.5,6.5
2026-04-02,10,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,10,3,Food,Pastry,1,3.5,3.5
2026-04-02,10,3,Drinks,Soda,1,3.0,3.0
2026-04-02,10,3,Drinks,Water,2,2.0,4.0
2026-04-02,10,3,Drinks,Juice,1,4.5,4.5
2026-04-02,10,3,Coffee,Americano,1,2.75,2.75
2026-04-02,10,3,Food,Sandwich,1,6.5,6.5
2026-04-02,10,3,Coffee,Espresso,2,2.5,5.0
2026-04-02,10,3,Food,Salad,2,7.0,14.0
2026-04-02,10,3,Drinks,Soda,1,3.0,3.0
2026-04-02,10,3,Drinks,Water,1,2.0,2.0
2026-04-02,11,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,11,3,Drinks,Water,2,2.0,4.0
2026-04-02,11,3,Food,Cake,1,4.0,4.0
2026-04-02,11,3,Food,Pastry,2,3.5,7.0
2026-04-02,11,3,Food,Sandwich,1,6.5,6.5
2026-04-02,11,3,Food,Sandwich,1,6.5,6.5
2026-04-02,11,3,Food,Pastry,1,3.5,3.5
2026-04-02,11,3,Food,Salad,2,7.0,14.0
2026-04-02,11,3,Food,Sandwich,1,6.5,6.5
2026-04-02,11,3,Food,Salad,2,7.0,14.0
2026-04-02,11,3,Coffee,Americano,1,2.75,2.75
2026-04-02,11,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,11,3,Drinks,Water,1,2.0,2.0
2026-04-02,11,3,Coffee,Latte,2,3.75,7.5
2026-04-02,11,3,Drinks,Soda,1,3.0,3.0
2026-04-02,11,3,Food,Sandwich,1,6.5,6.5
2026-04-02,11,3,Drinks,Juice,1,4.5,4.5
2026-04-02,11,3,Food,Salad,1,7.0,7.0
2026-04-02,11,3,Coffee,Latte,1,3.75,3.75
2026-04-02,11,3,Coffee,Latte,1,3.75,3.75
2026-04-02,11,3,Coffee,Americano,1,2.75,2.75
2026-04-02,11,3,Drinks,Water,1,2.0,2.0
2026-04-02,11,3,Food,Salad,1,7.0,7.0
2026-04-02,11,3,Drinks,Juice,1,4.5,4.5
2026-04-02,11,3,Coffee,Americano,1,2.75,2.75
2026-04-02,12,3,Drinks,Water,1,2.0,2.0
2026-04-02,12,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,12,3,Coffee,Americano,1,2.75,2.75
2026-04-02,12,3,Food,Pastry,1,3.5,3.5
2026-04-02,12,3,Food,Pastry,1,3.5,3.5
2026-04-02,12,3,Food,Cake,2,4.0,8.0
2026-04-02,12,3,Coffee,Americano,1,2.75,2.75
2026-04-02,12,3,Coffee,Latte,2,3.75,7.5
2026-04-02,12,3,Food,Sandwich,1,6.5,6.5
2026-04-02,12,3,Coffee,Cappuccino,2,3.5,7.0
2026-04-02,12,3,Food,Pastry,1,3.5,3.5
2026-04-02,12,3,Food,Salad,1,7.0,7.0
2026-04-02,12,3,Drinks,Juice,1,4.5,4.5
2026-04-02,12,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,12,3,Food,Cake,1,4.0,4.0
2026-04-02,12,3,Drinks,Water,1,2.0,2.0
2026-04-02,12,3,Food,Pastry,1,3.5,3.5
2026-04-02,12,3,Food,Sandwich,1,6.5,6.5
2026-04-02,12,3,Coffee,Latte,2,3.75,7.5
2026-04-02,12,3,Food,Salad,1,7.0,7.0
2026-04-02,12,3,Food,Pastry,1,3.5,3.5
2026-04-02,13,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,13,3,Coffee,Latte,1,3.75,3.75
2026-04-02,13,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,13,3,Food,Sandwich,1,6.5,6.5
2026-04-02,13,3,Drinks,Juice,2,4.5,9.0
2026-04-02,13,3,Coffee,Latte,2,3.75,7.5
2026-04-02,13,3,Coffee,Latte,1,3.75,3.75
2026-04-02,13,3,Coffee,Americano,1,2.75,2.75
2026-04-02,13,3,Drinks,Soda,1,3.0,3.0
2026-04-02,13,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,13,3,Food,Cake,1,4.0,4.0
2026-04-02,13,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,13,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,13,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,13,3,Coffee,Americano,1,2.75,2.75
2026-04-02,13,3,Food,Cake,1,4.0,4.0
2026-04-02,13,3,Drinks,Smoothie,1,5.0,5.0
2026-04-02,13,3,Coffee,Americano,1,2.75,2.75
2026-04-02,13,3,Drinks,Smoothie,1,5.0,5.0
2026-04-02,13,3,Food,Pastry,2,3.5,7.0
2026-04-02,13,3,Drinks,Water,2,2.0,4.0
2026-04-02,14,3,Drinks,Juice,1,4.5,4.5
2026-04-02,14,3,Food,Salad,1,7.0,7.0
2026-04-02,14,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,14,3,Food,Salad,1,7.0,7.0
2026-04-02,14,3,Food,Pastry,2,3.5,7.0
2026-04-02,14,3,Drinks,Juice,1,4.5,4.5
2026-04-02,15,3,Food,Sandwich,1,6.5,6.5
2026-04-02,15,3,Drinks,Juice,1,4.5,4.5
2026-04-02,15,3,Food,Sandwich,1,6.5,6.5
2026-04-02,15,3,Food,Salad,1,7.0,7.0
2026-04-02,15,3,Coffee,Latte,1,3.75,3.75
2026-04-02,15,3,Drinks,Smoothie,2,5.0,10.0
2026-04-02,15,3,Coffee,Latte,1,3.75,3.75
2026-04-02,15,3,Food,Pastry,1,3.5,3.5
2026-04-02,15,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,15,3,Food,Salad,1,7.0,7.0
2026-04-02,15,3,Drinks,Soda,1,3.0,3.0
2026-04-02,15,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,16,3,Drinks,Water,1,2.0,2.0
2026-04-02,16,3,Food,Pastry,2,3.5,7.0
2026-04-02,16,3,Food,Cake,1,4.0,4.0
2026-04-02,16,3,Food,Sandwich,1,6.5,6.5
2026-04-02,16,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,16,3,Food,Salad,1,7.0,7.0
2026-04-02,16,3,Food,Cake,1,4.0,4.0
2026-04-02,16,3,Drinks,Juice,1,4.5,4.5
2026-04-02,16,3,Drinks,Juice,1,4.5,4.5
2026-04-02,16,3,Coffee,Cappuccino,2,3.5,7.0
2026-04-02,16,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,16,3,Food,Pastry,1,3.5,3.5
2026-04-02,16,3,Coffee,Latte,2,3.75,7.5
2026-04-02,16,3,Food,Pastry,1,3.5,3.5
2026-04-02,16,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,16,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,16,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,16,3,Food,Salad,1,7.0,7.0
2026-04-02,16,3,Food,Cake,1,4.0,4.0
2026-04-02,16,3,Coffee,Latte,1,3.75,3.75
2026-04-02,16,3,Food,Sandwich,1,6.5,6.5
2026-04-02,16,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,16,3,Drinks,Juice,2,4.5,9.0
2026-04-02,16,3,Drinks,Soda,1,3.0,3.0
2026-04-02,16,3,Food,Cake,1,4.0,4.0
2026-04-02,17,3,Food,Salad,1,7.0,7.0
2026-04-02,17,3,Food,Cake,1,4.0,4.0
2026-04-02,17,3,Food,Pastry,1,3.5,3.5
2026-04-02,17,3,Drinks,Water,1,2.0,2.0
2026-04-02,17,3,Coffee,Cappuccino,1,3.5,3.5
2026-04-02,17,3,Coffee,Latte,2,3.75,7.5
2026-04-02,17,3,Coffee,Americano,1,2.75,2.75
2026-04-02,17,3,Drinks,Smoothie,1,5.0,5.0
2026-04-02,17,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,17,3,Coffee,Cappuccino,2,3.5,7.0
2026-04-02,17,3,Coffee,Espresso,1,2.5,2.5
2026-04-02,17,3,Drinks,Soda,1,3.0,3.0
2026-04-02,17,3,Drinks,Soda,1,3.0,3.0
2026-04-02,17,3,Coffee,Espresso,2,2.5,5.0
2026-04-02,17,3,Food,Pastry,1,3.5,3.5
